"group","case","anchor_type","anchor_node","paired_seam_node","pre_nodes","post_nodes","ao30_pre","ao30_post","ao30_density_pre","ao30_density_post","redacted_tool_nodes_pre","redacted_tool_nodes_post","redacted_tool_node_density_pre","redacted_tool_node_density_post","redacted_tool_episodes_pre","redacted_tool_episodes_post","redacted_tool_episode_density_pre","redacted_tool_episode_density_post","capability_claims_pre","capability_claims_post","ria_proxy","ria_proxy_note"
"seam_associated_contexts","twentysecond_share","model_editable_context","660","658","655-659","661-665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"seam_associated_contexts","twentythird_share","model_editable_context","762","760","757-761","763-767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"non_rtc_voice_to_text_contexts","tenth_share","model_editable_context","674",,"669-673","675-679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"non_rtc_voice_to_text_contexts","fourth_share","model_editable_context","1347",,"1342-1346","1348-1352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"non_rtc_voice_to_text_contexts","fourth_share","model_editable_context","1369",,"1364-1368","1370-1374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","70",,"65-69","71-75","0","0","0","0","1","0","0.2","0","1","0","0.2","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","82",,"77-81","83-87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","90",,"85-89","91-95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","94",,"89-93","95-99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","119",,"114-118","120-124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","123",,"118-122","124-128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","127",,"122-126","128-132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","133",,"128-132","134-138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","137",,"132-136","138-142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","142",,"137-141","143-147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","147",,"142-146","148-152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","151",,"146-150","152-156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","155",,"150-154","156-160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","159",,"154-158","160-164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","164",,"159-163","165-169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","169",,"164-168","170-174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","177",,"172-176","178-182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","182",,"177-181","183-187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","187",,"182-186","188-192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","192",,"187-191","193-197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","196",,"191-195","197-201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","200",,"195-199","201-205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","204",,"199-203","205-209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","209",,"204-208","210-214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","213",,"208-212","214-218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","217",,"212-216","218-222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","222",,"217-221","223-227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","228",,"223-227","229-233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","232",,"227-231","233-237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","237",,"232-236","238-242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","243",,"238-242","244-248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","248",,"243-247","249-253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","252",,"247-251","253-257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","256",,"251-255","257-261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
"text_mode_context_injections","twentyfirst_share","model_editable_context","261",,"256-260","262-266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","No valid local R_ia: co-location cannot establish claim-to-evidence linkage."
